1,1,1,2,1,35,16,46,84,42,50,27,19,70,40,10,50,7,27,13,24,26,119,4,1
6,11,2,0,0,22,5,23,76,34,45,20,13,65,38,8,46,4,16,9,27,29,86,4,0
10,1,1,2,4,24,10,42,96,47,49,34,25,74,42,12,54,7,24,4,10,21,129,4,1
24,1,2,1,1,13,4,31,89,32,36,21,16,76,32,17,49,3,17,8,10,18,84,4,0
5,6,1,0,0,27,13,48,81,43,53,29,26,90,33,10,43,5,23,8,11,19,125,4,1
1,13,1,0,0,30,13,43,89,45,51,24,17,71,32,7,39,9,25,13,15,19,120,4,1
18,3,1,0,0,32,12,38,87,41,47,20,16,80,35,12,47,6,22,8,14,18,110,4,1
24,1,1,2,1,24,16,67,82,46,56,24,20,83,36,7,43,9,31,8,10,18,128,4,0
4,2,2,0,0,29,12,41,93,40,43,34,27,79,32,12,44,2,17,10,15,34,119,4,0
14,1,1,2,3,25,9,36,95,41,43,16,11,69,36,10,46,6,24,6,7,22,102,4,1
23,4,2,0,0,16,4,25,77,34,44,30,24,80,36,5,41,2,19,7,12,24,96,4,1
2,3,1,0,0,20,7,35,78,42,54,27,21,78,34,5,39,5,16,7,10,24,112,4,1
4,1,2,1,1,21,10,48,87,40,46,18,10,56,29,7,36,1,23,9,12,23,100,4,0
9,5,1,0,0,16,8,50,85,43,51,27,20,74,31,14,45,7,22,5,14,25,114,4,0
27,2,2,0,0,29,14,48,91,39,43,19,14,74,25,10,35,3,24,8,12,24,106,4,1
30,2,2,0,0,27,9,33,74,33,45,22,18,82,36,7,43,6,19,7,11,22,93,4,0
20,4,2,0,0,16,6,38,71,37,52,25,20,80,26,11,37,2,24,4,13,18,100,4,1
15,1,2,1,2,25,8,32,100,48,48,18,13,72,39,14,53,7,30,7,14,23,117,4,0
14,3,2,0,0,25,7,28,87,33,38,19,13,68,28,15,43,1,21,9,14,16,86,4,1
24,4,2,0,0,22,7,32,88,35,40,16,13,81,28,17,45,4,17,11,14,21,90,4,1
30,1,1,2,1,33,15,45,86,43,50,11,8,73,30,12,42,5,19,7,5,18,109,4,1
18,2,1,0,0,33,10,30,92,38,41,16,12,75,38,14,52,5,19,13,18,23,98,4,0
6,2,2,0,0,24,6,25,85,28,33,23,14,61,20,10,30,4,19,11,16,17,76,4,0
23,1,1,2,6,20,7,35,78,37,47,25,18,72,31,12,43,2,21,14,12,16,99,4,1
10,1,1,2,4,14,5,36,81,39,48,22,18,82,39,13,52,9,21,4,13,21,101,4,1
30,3,2,0,0,9,3,33,86,42,49,10,8,80,30,11,41,6,22,9,13,20,95,4,1
24,2,2,0,0,27,10,37,80,36,45,9,8,89,29,8,37,8,27,6,15,17,90,4,1
20,1,1,2,4,16,6,38,71,40,56,21,15,71,33,9,42,4,30,11,18,24,101,4,1
8,1,2,1,4,16,4,25,72,32,44,18,18,100,30,8,38,7,19,10,24,24,86,4,1
27,1,2,1,3,31,11,35,96,37,39,18,8,44,42,9,51,4,25,6,9,26,93,4,1
14,1,1,2,2,26,12,46,73,36,49,23,15,65,25,8,33,3,20,6,16,21,99,4,0
4,2,2,0,0,23,7,30,88,27,31,17,12,71,39,11,50,2,17,5,14,24,73,4,1
30,3,2,0,0,15,5,33,90,45,50,19,16,84,19,18,37,7,19,6,15,18,111,4,1
14,2,2,0,0,31,9,29,84,35,42,21,19,90,29,14,43,7,22,9,18,24,98,4,1
27,1,1,2,1,27,8,30,85,32,38,33,27,82,36,11,47,6,19,17,11,23,99,4,0
20,3,2,0,0,8,3,38,81,36,44,35,20,57,30,11,41,5,17,7,9,18,95,4,1
13,5,1,0,0,20,4,20,90,41,46,25,19,76,38,13,51,2,20,8,8,14,105,4,1
26,1,1,2,1,34,16,47,93,40,43,24,22,92,40,11,51,2,23,4,14,21,118,4,0
11,3,1,0,0,18,5,28,84,37,44,28,24,86,36,12,48,13,25,6,10,8,103,4,0
5,3,1,0,0,30,10,33,82,42,51,34,26,76,32,15,47,4,27,8,15,21,120,4,1
23,2,1,0,0,22,7,32,78,36,46,26,19,73,39,8,47,5,26,5,9,20,98,4,1
17,2,1,0,0,25,7,28,85,36,42,34,27,79,31,12,43,6,17,16,10,23,106,4,0
26,1,1,2,2,20,5,25,87,44,51,25,19,76,31,6,37,3,21,12,11,19,112,4,1
18,1,1,2,2,26,13,50,85,43,51,15,12,80,33,12,45,4,25,9,13,16,111,4,0
4,1,2,1,1,19,4,21,90,40,44,23,16,70,29,14,43,4,27,6,12,30,100,4,0
28,3,2,0,0,21,7,33,83,43,52,24,19,79,24,8,32,5,22,6,12,25,112,4,0
29,3,1,0,0,14,6,43,84,41,49,31,21,68,33,13,46,4,27,7,12,15,109,4,0
23,1,2,1,1,22,8,36,84,35,42,19,14,74,29,10,39,11,23,10,11,23,92,4,0
17,3,2,0,0,33,8,24,84,33,39,15,14,93,30,7,37,4,25,7,14,21,88,4,1
22,1,2,1,1,14,3,21,94,36,38,30,25,83,34,15,49,5,17,7,11,20,100,4,0
21,1,2,1,1,16,6,38,89,40,45,11,8,73,36,5,41,6,26,9,10,22,94,4,0
28,1,1,2,2,24,10,42,88,49,56,34,29,85,47,12,59,10,32,7,15,20,137,4,0
30,1,1,2,1,20,11,55,75,38,51,21,14,67,36,11,47,10,23,6,12,16,101,4,1
10,4,2,0,0,23,6,26,90,39,43,30,20,67,26,15,41,2,26,12,11,27,104,4,0
28,1,1,2,2,21,8,38,79,37,47,27,23,85,25,9,34,3,22,10,19,15,105,4,0
24,13,2,0,0,26,11,42,82,34,41,16,12,75,31,10,41,0,18,11,15,22,91,4,0
8,1,2,1,3,18,7,39,74,32,43,29,24,83,25,10,35,1,15,5,15,27,95,4,0
23,4,2,0,0,24,7,29,80,35,44,22,16,73,23,6,29,1,20,9,14,28,93,4,1
3,1,1,2,1,21,7,33,84,40,48,17,14,82,31,12,43,3,27,8,11,26,101,4,1
11,2,2,0,0,35,11,31,88,32,36,21,15,71,32,11,43,6,20,5,6,22,90,4,0
12,4,2,0,0,12,4,33,76,34,45,30,22,73,42,11,53,5,13,8,21,22,94,4,0
28,2,2,0,0,20,6,30,87,32,37,12,11,92,37,11,48,1,14,5,13,19,81,4,1
26,3,1,0,0,28,8,29,89,43,48,21,16,76,37,8,45,7,24,6,11,21,110,4,1
1,5,1,0,0,36,13,36,87,44,51,28,26,93,28,7,35,7,33,9,12,25,127,4,1
9,1,1,2,2,20,7,35,85,43,51,31,27,87,38,11,49,7,30,5,14,23,120,4,1
17,2,1,0,0,22,8,36,75,39,52,29,19,66,37,8,45,6,24,8,21,20,105,4,0
3,1,2,1,1,17,4,24,69,29,42,34,28,82,27,5,32,2,15,5,13,17,90,4,0
5,5,1,0,0,34,14,41,84,41,49,37,32,86,35,7,42,6,24,6,8,19,128,4,0
6,1,1,2,5,28,11,39,95,40,42,27,21,78,32,13,45,5,25,13,15,19,112,4,1
3,4,2,0,0,32,12,38,83,41,49,18,14,78,23,4,27,8,33,6,8,21,108,4,0
18,2,2,0,0,26,8,31,88,37,42,25,19,76,31,14,45,5,22,6,15,20,101,4,0
11,6,2,0,0,31,9,29,88,39,44,26,24,92,39,6,45,3,33,4,10,14,111,4,0
10,1,1,2,7,18,7,39,84,43,51,38,25,66,40,6,46,4,22,8,17,27,118,4,1
27,7,1,0,0,28,12,43,82,45,55,22,18,82,37,10,47,5,27,9,15,15,120,4,1
25,1,2,1,1,29,6,21,74,28,38,37,22,59,40,9,49,9,15,11,23,23,84,4,1
11,1,2,1,5,13,4,31,86,33,38,35,23,66,33,15,48,10,15,4,10,18,93,4,1
25,4,1,0,0,30,7,23,86,38,44,29,26,90,36,11,47,3,16,7,14,27,109,4,1
27,2,1,0,0,22,8,36,75,39,52,33,21,64,32,7,39,5,24,3,13,21,107,4,1
17,1,2,1,9,27,8,30,84,35,42,24,21,88,32,9,41,4,24,4,10,19,99,4,1
5,4,1,0,0,29,12,41,88,41,47,13,10,77,26,16,42,1,29,6,16,22,104,4,1
9,1,2,1,4,20,7,35,93,49,53,20,14,70,27,13,40,2,22,9,12,21,119,4,1
20,1,2,1,2,27,9,33,87,39,45,38,30,79,31,10,41,4,27,8,10,23,117,4,1
26,3,1,0,0,26,9,35,86,37,43,20,16,80,27,13,40,3,18,10,12,24,99,4,1
10,1,1,2,1,8,2,25,81,33,41,41,28,68,42,18,60,3,17,12,23,24,96,4,0
21,1,1,2,1,17,4,24,93,42,45,22,18,82,26,18,44,7,19,11,9,22,106,4,1
23,1,2,1,3,26,6,23,87,38,44,12,9,75,38,7,45,2,23,9,17,21,91,4,1
8,2,1,0,0,25,11,44,90,40,44,10,5,50,41,13,54,6,25,10,10,18,96,4,1
17,16,1,0,0,28,10,36,80,45,56,18,12,67,21,8,29,5,30,8,10,20,112,4,1
29,3,2,0,0,29,8,28,85,38,45,15,10,67,24,13,37,0,21,11,13,13,94,4,1
5,1,1,2,1,23,9,39,85,33,39,18,12,67,35,18,53,2,17,7,17,12,87,4,1
20,2,2,0,0,19,4,21,77,29,38,38,31,82,34,12,46,11,14,7,13,20,93,4,1
20,1,2,1,1,19,4,21,96,41,43,26,21,81,31,19,50,3,22,9,13,19,107,4,0
18,1,1,2,2,32,12,38,100,47,47,17,13,76,40,12,52,5,30,7,11,20,119,4,1
4,5,1,0,0,20,10,50,79,42,53,35,22,63,43,9,52,3,25,4,12,26,116,4,1
23,4,1,0,0,32,13,41,88,44,50,14,12,86,30,10,40,5,29,7,15,19,113,4,1
4,6,2,0,0,24,8,33,77,33,43,25,16,64,30,8,38,3,11,5,18,24,90,4,1
14,1,1,2,2,23,8,35,85,45,53,37,18,49,32,14,46,8,22,8,11,19,116,4,0
10,1,1,2,2,25,9,36,87,41,47,22,21,95,32,9,41,6,23,12,11,24,112,4,0
21,4,2,0,0,19,9,47,92,38,41,11,9,82,26,6,32,5,25,6,8,27,94,4,0
11,5,1,0,0,16,7,44,78,39,50,33,25,76,40,11,51,5,18,8,15,14,110,4,1
30,1,1,2,4,29,6,21,84,32,38,35,24,69,26,16,42,8,12,14,11,29,94,4,1
8,3,1,0,0,24,5,21,108,48,44,28,21,75,35,16,51,4,23,12,13,28,122,5,0
6,10,2,0,0,22,8,36,82,33,40,11,9,82,35,6,41,3,15,7,15,21,83,4,0
2,6,1,0,0,15,10,67,83,49,59,35,23,66,34,9,43,8,24,7,15,25,131,4,0
19,1,2,1,4,19,7,37,93,37,40,22,19,86,35,13,48,8,19,8,11,19,100,4,1
23,3,2,0,0,10,3,30,72,42,58,24,16,67,30,6,36,5,21,8,20,20,103,4,0
22,1,2,1,7,20,5,25,88,36,41,8,7,88,33,14,47,4,24,11,15,20,84,4,1
15,3,1,0,0,26,12,46,98,46,47,31,24,77,35,11,46,4,31,14,12,21,128,4,0
2,4,2,0,0,22,4,18,77,31,40,28,23,82,34,8,42,3,15,6,19,17,89,4,1
21,2,1,0,0,27,12,44,87,43,49,13,11,85,30,8,38,7,29,7,8,15,109,4,1
2,5,1,0,0,21,9,43,81,39,48,9,7,78,32,12,44,3,22,9,14,21,94,4,1
5,1,2,1,2,38,10,26,89,39,44,9,7,78,34,11,45,2,22,3,14,20,95,4,1
4,3,1,0,0,25,10,40,86,41,48,23,15,65,28,12,40,5,23,9,11,9,107,4,0
30,2,2,0,0,23,5,22,86,43,50,12,6,50,22,8,30,8,28,12,11,17,97,4,1
4,5,2,0,0,27,6,22,85,39,46,18,14,78,32,11,43,0,21,12,19,21,98,4,1
14,6,2,0,0,27,10,37,78,35,45,24,18,75,26,12,38,4,18,8,15,17,98,4,1
26,1,2,1,3,30,10,33,98,41,42,28,22,79,28,14,42,1,24,8,8,19,114,4,0
1,10,1,0,0,34,12,35,94,44,47,26,23,88,35,14,49,6,28,5,12,26,123,4,1
2,1,2,1,4,29,12,41,86,38,44,17,14,82,35,8,43,7,19,6,11,17,102,4,1
5,2,2,0,0,30,8,27,87,37,43,35,21,60,32,15,47,6,21,8,14,25,103,4,1
23,3,2,0,0,14,4,29,82,40,49,13,8,62,22,9,31,6,23,6,6,18,92,4,0
4,1,2,1,7,24,9,38,85,34,40,15,12,80,33,9,42,3,16,4,14,23,89,4,1
12,1,1,2,3,23,7,30,88,43,49,19,16,84,38,8,46,4,25,11,16,18,109,4,1
5,3,1,0,0,33,13,39,83,44,53,28,20,71,36,10,46,7,26,4,17,18,121,4,0
23,2,1,0,0,24,9,38,99,48,48,10,9,90,30,13,43,7,31,10,9,23,114,4,0
22,3,1,0,0,24,4,17,85,34,40,25,21,84,31,13,44,3,17,12,11,17,93,4,0
20,1,2,1,1,12,4,33,85,38,45,31,25,81,29,13,42,4,26,9,10,29,105,4,0
13,1,1,2,1,31,15,48,81,39,48,17,11,65,38,4,42,6,25,4,13,26,104,4,0
17,5,1,0,0,27,13,48,81,36,44,33,22,67,34,7,41,2,25,13,12,23,107,4,0
1,5,1,0,0,26,10,38,85,39,46,31,24,77,33,9,42,5,28,6,12,22,112,4,0
30,1,1,2,1,21,9,43,68,39,57,21,17,81,35,8,43,15,24,13,20,23,104,4,0
14,1,1,2,13,15,4,27,84,40,48,27,21,78,34,13,47,3,17,11,18,18,105,4,1
17,1,2,1,1,26,7,27,82,34,41,13,9,69,27,8,35,8,19,9,10,15,84,4,0
25,1,2,1,3,29,7,24,83,41,49,17,12,71,27,9,36,6,19,5,11,18,101,4,1
5,1,2,1,4,30,8,27,81,37,46,20,16,80,34,6,40,4,17,10,16,19,98,4,1
9,3,2,0,0,35,6,17,93,34,37,13,10,77,36,16,52,4,25,9,14,22,84,4,1
19,2,2,0,0,19,3,16,68,20,29,28,22,79,34,11,45,15,14,6,15,30,65,4,0
21,1,1,2,1,19,5,26,84,37,44,19,11,58,41,15,56,13,29,4,11,12,90,4,0
9,1,1,2,3,22,6,27,86,40,47,19,16,84,39,8,47,7,21,9,11,23,102,4,0
20,2,1,0,0,29,12,41,91,40,44,26,19,73,41,9,50,11,29,3,11,20,111,4,0
26,1,1,2,5,30,9,30,87,42,48,18,14,78,36,6,42,6,30,9,14,26,107,4,1
28,6,1,0,0,22,9,41,87,44,51,24,19,79,37,8,45,5,24,12,12,15,116,4,1
17,3,2,0,0,24,12,50,80,38,48,7,7,100,23,6,29,2,25,13,18,15,95,4,1
25,1,1,2,1,50,21,42,85,40,47,20,16,80,34,8,42,2,27,8,14,19,117,4,0
14,10,2,0,0,27,8,30,102,37,36,29,20,69,39,16,55,7,20,7,11,23,102,4,1
14,3,1,0,0,33,14,42,86,40,47,29,15,52,38,16,54,9,22,9,11,14,109,4,0
19,1,1,2,1,23,9,39,71,35,49,31,24,77,34,6,40,8,27,7,16,24,103,4,0
23,3,1,0,0,22,11,50,83,47,57,14,13,93,36,8,44,7,28,12,19,21,118,4,0
4,2,2,0,0,24,13,54,95,48,51,11,8,73,28,11,39,8,19,9,12,29,117,4,1
21,6,2,0,0,30,10,33,94,43,46,28,15,54,37,6,43,13,28,7,8,21,111,4,0
21,4,1,0,0,29,14,48,87,34,39,28,19,68,34,16,50,5,20,4,12,20,101,4,1
8,3,1,0,0,21,8,38,82,37,45,14,13,93,41,9,50,8,22,12,17,19,95,4,0
26,2,2,0,0,41,16,39,93,41,44,20,16,80,38,8,46,8,29,5,12,19,114,4,0
5,5,1,0,0,18,5,28,70,32,46,26,21,81,27,6,33,1,19,8,17,16,90,4,1
20,4,2,0,0,11,5,45,80,43,54,28,22,79,26,8,34,1,25,13,10,15,113,4,1
17,2,2,0,0,24,5,21,80,30,38,16,13,81,26,7,33,3,21,15,17,15,78,4,0
9,1,1,2,2,19,7,37,77,40,52,32,21,66,39,8,47,7,20,5,14,20,108,4,0
20,1,1,2,1,20,9,45,93,47,51,32,26,81,36,13,49,8,27,8,11,21,129,4,0
23,1,1,2,2,12,5,42,76,35,46,12,8,67,34,12,46,9,21,9,14,18,83,4,1
13,2,1,0,0,19,7,37,81,42,52,20,15,75,38,7,45,3,25,6,12,17,106,4,1
17,1,2,1,2,28,10,36,78,35,45,23,14,61,29,5,34,7,21,9,9,19,94,4,1
12,2,1,0,0,17,7,41,89,40,45,39,29,74,35,13,48,8,26,7,15,14,116,4,1
11,3,2,0,0,16,5,31,83,38,46,14,7,50,32,5,37,5,22,4,10,14,88,4,1
13,3,1,0,0,22,9,41,90,44,49,23,19,83,36,7,43,1,31,12,10,23,116,4,1
13,1,1,2,1,20,4,20,69,29,42,43,34,79,35,9,44,1,18,6,16,17,96,4,1
5,1,1,2,3,36,13,36,92,49,53,20,13,65,38,9,47,5,26,4,14,14,124,4,1
28,2,1,0,0,18,2,11,87,35,40,26,22,85,38,12,50,5,15,2,7,21,94,4,0
19,1,2,1,1,31,14,45,93,45,48,33,27,82,31,15,46,1,23,4,10,21,131,4,0
22,1,1,2,1,24,13,54,78,43,55,15,11,73,37,6,43,15,32,7,15,18,110,4,0
22,2,1,0,0,17,5,29,72,37,51,28,22,79,31,5,36,5,25,5,16,18,101,4,1
5,2,2,0,0,22,8,36,89,44,49,23,18,78,29,11,40,6,22,6,6,19,114,4,1
6,1,1,2,7,32,11,34,86,36,42,31,26,84,41,13,54,6,24,7,19,21,109,4,1
25,1,2,1,3,35,15,43,82,39,48,17,12,71,26,10,36,3,26,20,23,15,105,4,1
15,2,2,0,0,25,6,24,89,37,42,18,14,78,27,7,34,2,15,9,8,14,94,4,1
3,1,2,1,1,17,5,29,75,36,48,24,18,75,27,11,38,6,21,9,18,19,95,4,0
3,1,1,2,1,24,7,29,89,42,47,33,25,76,29,12,41,7,25,11,7,15,116,4,0
17,1,2,1,2,28,11,39,89,45,51,21,19,90,32,13,45,4,29,6,15,16,120,4,1
12,1,1,2,1,21,6,29,85,47,55,27,18,67,27,10,37,6,32,8,15,20,118,4,0
15,1,1,0,0,24,7,29,71,36,51,30,25,83,37,10,47,4,21,9,15,18,104,4,0
30,3,1,0,0,23,9,39,77,37,48,24,15,62,37,12,49,8,24,5,14,16,98,4,0
24,4,2,0,0,24,3,12,88,31,35,20,14,70,30,20,50,3,14,6,12,22,79,4,0
19,4,2,0,0,25,10,40,85,44,52,30,23,77,27,12,39,1,16,4,17,25,121,4,0
26,6,1,0,0,27,10,37,94,37,39,19,12,63,37,14,51,6,24,8,10,17,96,4,1
7,3,2,0,0,20,8,40,78,26,33,19,14,74,35,8,43,6,13,11,12,18,74,4,0
26,1,1,2,2,31,14,45,77,38,49,14,11,79,32,10,42,2,24,8,15,17,101,4,1
19,2,1,0,0,28,9,32,85,37,44,17,14,82,37,10,47,5,24,8,16,18,97,4,0
15,2,1,0,0,28,14,50,78,42,54,20,17,85,34,5,39,3,20,9,19,24,115,4,0
16,1,2,1,1,33,11,33,79,33,42,27,19,70,33,7,40,4,19,9,18,20,96,4,0
7,1,2,1,1,16,3,19,78,35,45,27,19,70,26,18,44,2,18,10,14,20,92,4,0
30,5,2,0,0,21,7,33,75,34,45,33,21,64,25,12,37,2,19,6,13,15,96,4,1
16,5,2,0,0,31,9,29,88,37,42,10,10,100,37,9,46,2,25,6,13,23,93,4,0
